COMID,LAKE_NAME,LON_NAD83,LAT_NAD83,VARIABLE,THRESHOLD,BLOOM_MAG,PROB_EXCEED,CI_97.5PERC,CI_2.5PERC
10038590,Flaming Gorge Reservoir,-109.5298597,40.91158261,microcystin,0.2,0.001890771,0.11689625,0.177178357,0.07524849
10038598,Flaming Gorge Reservoir,-109.6267821,40.91297868,microcystin,0.2,0.001480688,0.115407641,0.175531753,0.074028448
10091800,Rockport Lake,-111.4004661,40.77712196,microcystin,0.2,0.006584935,0.135149945,0.197237514,0.09040562
1010018,Lake A,-95.0531307,33.09124052,microcystin,0.2,0.012408881,0.161076816,0.225587434,0.112338025
1010164,Lake Cypress Springs,-95.19862025,33.05713876,microcystin,0.2,0.013867325,0.168167936,0.23336393,0.118373678
1010832,Lake O' the Pines,-94.66358144,32.81786479,microcystin,0.2,0.008366854,0.142685369,0.205477322,0.096745536
10114004,Pomona Lake,-95.63745192,38.66860868,microcystin,0.2,0.003890284,0.124394949,0.185443825,0.081434385
10175533,Cordell Hull Reservoir,-85.86055202,36.29680841,microcystin,0.2,0.005297057,0.129915016,0.191503824,0.086025998
1021378,Spencer Pond,-69.5686999,45.74255453,microcystin,0.2,0.006450949,0.134597137,0.196632506,0.089942087
1021504,First Roach Pond,-69.38507493,45.65648422,microcystin,0.2,0.001542532,0.115631076,0.175779041,0.074211393
1021692,Mountain View Pond,-69.69011632,45.51954902,microcystin,0.2,0.001180508,0.114328456,0.174336646,0.073145745
1023054,Long Pond,-70.04726586,45.62496349,microcystin,0.2,0.001502152,0.115485144,0.175617535,0.074091899
1023066,Wood Pond,-70.28306655,45.61763879,microcystin,0.2,0.002195142,0.118011866,0.178411002,0.076164647
1023120,Attean Pond,-70.29562526,45.57022896,microcystin,0.2,0.002130368,0.117773679,0.178147924,0.075968916
1024266,Joes Hole,-69.82907456,45.28567453,microcystin,0.2,0.002135251,0.117791618,0.17816774,0.075983656
10272084,Willard Bay Reservoir,-112.0893255,41.37758554,microcystin,0.2,0.003065483,0.121252936,0.181985923,0.078834681
10273702,Pineview Reservoir,-111.8003875,41.26892682,microcystin,0.2,0.002597213,0.119499713,0.180053196,0.077388828
10285354,Turtle Creek Reservoir,-87.52911022,39.06285831,microcystin,0.2,0.042307309,0.355938642,0.453558303,0.268987141
10312586,Lake Bomoseen,-73.2001068,43.65763148,microcystin,0.2,0.000184757,0.110811351,0.170432977,0.070279842
10312598,"Lake Champlain, south of Memorial Lighthouse",-73.40378254,43.91580397,microcystin,0.2,0.002032703,0.117415332,0.177752033,0.075674575
10312966,"Saint Catherine, Lake",-73.21479383,43.46992805,microcystin,0.2,0.000506324,0.111936681,0.171683519,0.07119496
1031381,Fish Pond,-70.28628273,45.37576422,microcystin,0.2,0.005655341,0.131353796,0.193080767,0.087227423
1031669,Flagstaff Lake,-70.37838072,45.20619984,microcystin,0.2,0.001426779,0.115213182,0.175316494,0.073869282
1031729,West Carry Pond,-70.11114396,45.16877219,microcystin,0.2,0.001056889,0.113886591,0.173846967,0.072784769
10327875,Utah Lake,-111.8243082,40.20921519,microcystin,0.2,0.095189691,0.781917238,0.896038144,0.598637113
10337538,Lake Charleston,-88.14589585,39.46677771,microcystin,0.2,0.045840051,0.385061638,0.489371961,0.290343019
10361596,Lake Seminole,-84.83692979,30.76529396,microcystin,0.2,0.00076189,0.112838152,0.172684237,0.071929308
10363726,J T Budd Pond,-84.56553879,30.43458497,microcystin,0.2,0.005232277,0.129656314,0.19122018,0.085810167
10375440,Deer Creek Reservoir,-111.4928852,40.44383533,microcystin,0.2,0.001217279,0.114460177,0.17448258,0.073253403
10380929,Broad Pond,-87.76900367,38.35022919,microcystin,0.2,0.028381242,0.252474451,0.328685006,0.188960578
10467373,Lake Drummond,-76.46965391,36.60274413,microcystin,0.2,0.000624683,0.11235339,0.17214622,0.071534276
10482573,Phelps Lake,-76.45912886,35.76954024,microcystin,0.2,0.001210383,0.114435465,0.174455203,0.073233203
10482587,New Lake,-76.34066121,35.64489917,microcystin,0.2,0.00116676,0.11427924,0.174282114,0.073105526
1054153,Lake Sinclair,-83.28860423,33.18977653,microcystin,0.2,0.000981762,0.113618783,0.173550079,0.072566114
10595598,Madison Lake,-93.81058932,44.18619519,microcystin,0.2,0.060951832,0.516551648,0.646343449,0.384487688
10595608,Elysian Lake,-93.70115477,44.16448557,microcystin,0.2,0.186321635,0.989005238,0.998363468,0.929891477
10595748,Buffalo Lake,-93.72160365,44.057097,microcystin,0.2,0.219080304,0.996521329,0.999649265,0.966434435
10596502,Minnesota Lake,-93.86099373,43.83753031,microcystin,0.2,0.046640482,0.391784925,0.497628598,0.295224051
10596552,Freeborn Lake,-93.566145,43.74396523,microcystin,0.2,0.277757348,0.999561814,0.999977911,0.991375317
10597310,Lura Lake,-94.03757341,43.8501689,microcystin,0.2,0.099981101,0.809427964,0.914923923,0.6265162
10734232,Walker Lake,-118.7143575,38.69492753,microcystin,0.2,0.004229751,0.125708284,0.186887214,0.082524124
10742110,Topaz Lake,-119.533242,38.68696253,microcystin,0.2,0.004104331,0.12522168,0.186352551,0.08212016
10814778,Plate Reservoir,-112.196317,38.31326775,microcystin,0.2,0.004424553,0.126467285,0.187720891,0.083154697
10816386,Panguitch Lake,-112.642523,37.71565373,microcystin,0.2,0.024160303,0.225358138,0.297323522,0.166679689
10834778,Medina Lake,-98.95087394,29.55771371,microcystin,0.2,0.000503085,0.111925296,0.171670874,0.071185692
10840320,Calaveras Lake,-98.31740115,29.28543232,microcystin,0.2,0.017128905,0.184923659,0.251841543,0.132634564
10840360,Braunig Lake,-98.3768185,29.25359447,microcystin,0.2,0.010282606,0.151174042,0.214753802,0.103926384
10848338,Walled Lake,-83.48152996,42.52046299,microcystin,0.2,0.002880055,0.12055605,0.181217982,0.078259549
10853947,Shelby Lakes,-87.66496189,30.25991467,microcystin,0.2,0.000633952,0.112386083,0.172182512,0.071560907
10925571,Lake Arthur,-80.09730997,40.95602485,microcystin,0.2,0.035727423,0.30455526,0.390753446,0.230187681
10960658,Catfish Lake,-77.10482994,34.93290273,microcystin,0.2,0.00126998,0.114649196,0.174691964,0.073407931
10960672,Great Lake,-77.03900274,34.86886969,microcystin,0.2,0.001031638,0.113796516,0.17374712,0.072711216
1097324,White Bear Lake,-92.97065174,45.0711254,microcystin,0.2,0.008258357,0.142216715,0.204965129,0.096350172
10977481,Little Lake,-76.99064402,34.86962014,microcystin,0.2,0.001447418,0.115287595,0.175398871,0.073930184
1098396,Coon Lake,-93.18226441,45.29557675,microcystin,0.2,0.009797916,0.148987942,0.21236457,0.102073875
10988693,Lake Kerr,-81.77581607,29.35304692,microcystin,0.2,0.000569697,0.112159633,0.171931103,0.071376474
10988775,"George, Lake",-81.59547485,29.28418742,microcystin,0.2,0.032954894,0.28419746,0.366237768,0.214320053
10988999,"Lake Woodruff, Lake Dexter",-81.42327585,29.09824006,microcystin,0.2,0.010408875,0.151747865,0.215381031,0.10441296
10990355,Loughman Lake,-80.93550203,28.63195658,microcystin,0.2,0.000543081,0.112065948,0.171827074,0.071300193
1099052,Bald Eagle Lake,-93.01553704,45.11414662,microcystin,0.2,0.064691224,0.549451531,0.683122323,0.408239421
10991931,"Norris, Lake",-81.54136045,28.93957092,microcystin,0.2,0.000787465,0.112928714,0.172784719,0.072003142
10992413,Konomac Lake,-81.34086569,28.86840196,microcystin,0.2,0.00204814,0.117471909,0.177814545,0.075721036
10993179,"Jesup, Lake",-81.23404465,28.7170735,microcystin,0.2,0.086453059,0.724710462,0.852227544,0.545800668
10996843,"Ashby, Lake",-81.09293206,28.93025684,microcystin,0.2,0.009456075,0.147461863,0.2106969,0.100781892
10996865,"Monroe, Lake",-81.26992474,28.83881649,microcystin,0.2,0.02052711,0.203724135,0.272810186,0.148559191
10996929,Lake Harney,-81.05064254,28.75956828,microcystin,0.2,0.010651211,0.152854159,0.216590417,0.105351393
10998129,Lake Poinsett,-80.83182266,28.33796336,microcystin,0.2,0.00950303,0.147670715,0.210925123,0.100958645
10998171,Taylor Creek,-80.9511921,28.33389484,microcystin,0.2,0.002903223,0.120642932,0.181313743,0.078331222
10998263,Lake Winder,-80.84984659,28.2537294,microcystin,0.2,0.005691706,0.131500578,0.193241594,0.087350091
10998421,Lake Washington,-80.74523344,28.1445081,microcystin,0.2,0.000865502,0.11320543,0.173091689,0.072228815
11010401,Blue Cypress Lake,-80.75448921,27.72949026,microcystin,0.2,0.00090747,0.113354494,0.173257016,0.072350426
1101590,Lower Lake,-93.55637074,44.93938115,microcystin,0.2,0.001460819,0.115335937,0.175452384,0.073969753
1101642,West Arm,-93.64292191,44.94625519,microcystin,0.2,0.099753316,0.808182439,0.914100244,0.625211225
1101684,Lake Calhoun,-93.31175871,44.94180203,microcystin,0.2,0.001330024,0.114864882,0.174930842,0.073584317
1101734,Lake Minnetonka,-93.61301444,44.91398517,microcystin,0.2,0.007111459,0.137340892,0.199634485,0.092244986
11057287,Lake Fields,-90.58277689,29.64727804,microcystin,0.2,0.042196503,0.355040947,0.452454681,0.268322586
11061197,Lake Verret,-91.15221905,29.88502833,microcystin,0.2,0.057714612,0.487943181,0.613356865,0.364029321
11061637,Grassy Lake,-91.11011655,29.77743294,microcystin,0.2,0.068487666,0.582415279,0.718562308,0.432428737
11061717,Lake Palourde,-91.13849908,29.72167744,microcystin,0.2,0.05847138,0.494630833,0.621144232,0.368801292
11064981,Avoca Island Cutoff,-91.16454839,29.63030955,microcystin,0.2,0.088436134,0.738477422,0.863319829,0.557987469
11065713,Lake Bully Camp,-90.38319491,29.46279597,microcystin,0.2,0.004821402,0.128025646,0.189431536,0.084451132
11065719,Lake Theriot,-90.8299313,29.46683942,microcystin,0.2,0.00730035,0.138134149,0.200502036,0.092911797
11065909,Lake Penchant,-90.92000161,29.43907752,microcystin,0.2,0.004668977,0.127425169,0.18877254,0.083951306
11066333,Lake De Cade,-90.86578247,29.39651157,microcystin,0.2,0.002181741,0.117962555,0.178356542,0.07612412
11069773,King Lake,-90.99039778,29.24814409,microcystin,0.2,0.020559007,0.20390716,0.273015763,0.14871354
11078507,Lake Quitman,-90.66353822,29.38113127,microcystin,0.2,0.018763844,0.193796492,0.261702303,0.140165545
11078529,Catfish Lake,-90.31050949,29.37821983,microcystin,0.2,0.002285153,0.118343549,0.178777261,0.076437322
11078555,Lake Tambour,-90.50980775,29.33221827,microcystin,0.2,0.007213176,0.137767579,0.200101152,0.092603604
11078605,Lake Mechant,-90.94418661,29.30560368,microcystin,0.2,0.013386251,0.165801768,0.230766791,0.116359089
11079171,Caillou Lake,-90.8697817,29.13221262,microcystin,0.2,0.012104827,0.159629274,0.22400226,0.111106857
1111211,B A Steinhagen Lake,-94.195552,30.83368364,microcystin,0.2,0.004683041,0.127480471,0.18883324,0.083997324
1122789,Lake Sulphur Springs,-95.62900103,33.17231489,microcystin,0.2,0.005448175,0.130520226,0.192167263,0.086531146
1127701,Wright Patman Lake,-94.24755154,33.24841719,microcystin,0.2,0.021211931,0.207680522,0.277260716,0.151892133
1127853,Goss Lake,-94.06965007,33.27756531,microcystin,0.2,0.002510167,0.119176234,0.179696323,0.07712245
1128997,River Crest Reservoir,-95.15545595,33.39157422,microcystin,0.2,0.070934474,0.60329537,0.740211638,0.448028637
11310757,Pyramid Lake,-119.5655332,40.04810301,microcystin,0.2,0.007655488,0.139635973,0.202144158,0.094175403
1135442,Black Bayou Lake,-93.94726058,32.90147941,microcystin,0.2,0.002803725,0.120270187,0.180902861,0.07802379
11431851,Lahontan Reservoir,-119.0967944,39.32143083,microcystin,0.2,0.033268801,0.286460861,0.368948986,0.216099622
11473344,Mud Lake Reservoir,-98.24374685,45.78050994,microcystin,0.2,0.004980785,0.128656113,0.190123241,0.084976287
11473406,Columbia Road Reservoir,-98.27382511,45.73133797,microcystin,0.2,0.054585138,0.460359822,0.580801017,0.344376566
1147787,Lake Tyler,-95.12913327,32.21475101,microcystin,0.2,0.006086233,0.133102035,0.194995722,0.08868963
1148575,Lake Striker,-94.98904277,31.95969473,microcystin,0.2,0.001305309,0.114776058,0.174832473,0.07351167
1149471,Lake Nacogdoches,-94.81198839,31.62960582,microcystin,0.2,0.00043389,0.111682329,0.171400995,0.070987965
11543202,Lake Sharpe,-100.0976681,44.31490005,microcystin,0.2,0.001688162,0.116158702,0.176362798,0.074643656
11546100,Lake Sharpe,-99.85679909,44.12885941,microcystin,0.2,0.00073834,0.11275482,0.172591768,0.071861377
11546104,Lake Francis Case,-99.36775385,44.01112196,microcystin,0.2,0.000825983,0.113065223,0.172936163,0.072114458
11548284,White Lake,-98.73821293,43.79964185,microcystin,0.2,0.016083892,0.179418799,0.245752173,0.127952713
11550134,Lake Andes,-98.4283561,43.19199927,microcystin,0.2,0.242739413,0.998490101,0.999884906,0.980521104
11550180,Lake Andes,-98.49193772,43.15959792,microcystin,0.2,0.232397706,0.997824938,0.999812658,0.975269008
1158647,Ester Lake,-94.48101292,31.33724684,microcystin,0.2,0.005914303,0.132402121,0.194229205,0.088103925
1158651,Kurth Lake,-94.69101991,31.44448576,microcystin,0.2,0.000406481,0.111586213,0.171294215,0.070909768
11591319,Roy Lake,-97.44011662,45.69877035,microcystin,0.2,0.016902398,0.183719494,0.250507762,0.131610923
11591361,Clear Lake,-97.35938459,45.69340226,microcystin,0.2,0.011483782,0.156705361,0.220802221,0.108621423
11591789,Cattail Lake,-97.48890676,45.64182431,microcystin,0.2,0.04561183,0.383152566,0.487026027,0.288954047
11591893,Buffalo Lakes,-97.3046428,45.61207115,microcystin,0.2,0.018719075,0.193549284,0.261426749,0.139956049
11592095,Drywood Lake,-97.16868582,45.60432557,microcystin,0.2,0.109203014,0.854753701,0.942826736,0.677426215
11592261,Piyas Lake,-97.33879678,45.58409465,microcystin,0.2,0.10131102,0.816576537,0.919593222,0.63409229
11592293,Drywood Lakes,-97.18141384,45.56602813,microcystin,0.2,0.105863539,0.839471263,0.933874429,0.659442789
11592379,Opitz Lake,-97.48971723,45.58132718,microcystin,0.2,0.055592262,0.469218351,0.59132849,0.350686041
11594281,Waubay Lake,-97.40998376,45.40811509,microcystin,0.2,0.077461403,0.657011758,0.792809759,0.48951794
11594331,Enemy Swim Lake,-97.26411445,45.44170771,microcystin,0.2,0.003216983,0.12182489,0.182615913,0.079307116
11594751,Spring Lake,-97.3309597,45.41160866,microcystin,0.2,0.097550635,0.795817671,0.905761326,0.61248462
11595173,South Waubay Lake,-97.45204446,45.38835401,microcystin,0.2,0.052634192,0.443275455,0.560328573,0.332199433
11595727,Rush Lake,-97.36814022,45.34898821,microcystin,0.2,0.121142955,0.899761397,0.966382382,0.737040568
11595779,Blue Dog Lake,-97.30043071,45.35207219,microcystin,0.2,0.045074474,0.378671871,0.481518017,0.285688533
11596325,Rush Lake,-97.36519296,45.3355707,microcystin,0.2,0.105962915,0.839944235,0.934158525,0.659985644
11597215,Bitter Lake,-97.30405758,45.27858253,microcystin,0.2,0.113607238,0.873040615,0.952913119,0.700294447
11599621,Laek Lily,-97.76914843,45.17010319,microcystin,0.2,0.019491319,0.19784718,0.266224538,0.143595135
11599971,Swan Lake,-97.55428384,45.13286746,microcystin,0.2,0.028250919,0.251605734,0.327669307,0.188255157
11646,Boyd Lake,-105.033362,40.43393198,microcystin,0.2,0.000699473,0.112617405,0.172439271,0.071749381
11682,Lake Loveland,-105.0875629,40.41057318,microcystin,0.2,0.009111604,0.145937145,0.209030793,0.099492153
11748535,Lake Keowee,-82.92030921,34.8064945,microcystin,0.2,0.000367455,0.111449487,0.171142299,0.070798555
11758154,Lewis and Clark Lake,-97.71775125,42.84583819,microcystin,0.2,0.00108726,0.113995013,0.17396714,0.072873319
11816,Carter Lake Reservoir,-105.2180707,40.33503586,microcystin,0.2,0.000997202,0.113673778,0.173611051,0.072611007
11928976,Otter Lake,-88.57424428,46.91195851,microcystin,0.2,0.013631975,0.167007014,0.232089375,0.117385202
11931532,Perch Lake,-88.65486291,46.36391088,microcystin,0.2,0.010158525,0.150611901,0.214139382,0.103449838
11936509,"Medora, Lake",-87.98204237,47.44101605,microcystin,0.2,0.001534417,0.115601734,0.175746569,0.074187364
11936779,"Belle, Lac La",-88.01696752,47.37457171,microcystin,0.2,0.001265301,0.114632403,0.174673362,0.0733942
11936783,"Gratiot, Lake",-88.12689952,47.3552024,microcystin,0.2,0.000820203,0.113044729,0.172913428,0.072097744
11937857,Torch Lake,-88.49332576,47.06162121,microcystin,0.2,0.000688882,0.112579985,0.17239774,0.071718887
11949273,Bond Falls Flowage,-89.1006222,46.39047485,microcystin,0.2,0.009431629,0.147353226,0.210578188,0.100689961
11949795,Michigan Bay,-89.44151631,46.19899299,microcystin,0.2,0.010440518,0.151891947,0.215538529,0.104535154
11964599,Strawberry Reservoir,-111.1224469,40.17098254,microcystin,0.2,0.010718182,0.153161054,0.216925944,0.1056118
11965847,Starvation Reservoir,-110.4526203,40.19575223,microcystin,0.2,0.000909533,0.113361826,0.173265147,0.072356408
11983865,Bottle Hallow Resevoir,-109.8839285,40.28645424,microcystin,0.2,0.000772892,0.112877102,0.172727454,0.071961062
120025217,Jackson Lake,-110.6733784,43.89903221,microcystin,0.2,0.001549847,0.115657528,0.175808313,0.074233055
120051884,Syaladobsis Lake,-68.01530027,45.23171316,microcystin,0.2,0.001568521,0.115725084,0.17588307,0.074288384
120051895,Paz Ramirez Lake,-99.25039421,26.80832469,microcystin,0.2,0.001504956,0.115495273,0.175628746,0.074100192
120051919,Pool 2,-92.98151894,44.76467207,microcystin,0.2,0.006296007,0.13396025,0.195935358,0.089408346
120051930,Otter Creek Resevoir,-111.9894629,38.20349154,microcystin,0.2,0.005689007,0.131489683,0.193229656,0.087340985
120051933,Eagle Mountain Lake,-97.48613696,32.88220844,microcystin,0.2,0.016241619,0.180241384,0.246660824,0.128652651
120051934,Grapevine Lake,-97.114291,32.99487037,microcystin,0.2,0.004678083,0.127460974,0.18881184,0.0839811
120051936,Cedar Creek Reservoir,-96.13287912,32.29636664,microcystin,0.2,0.042497224,0.357479596,0.455452951,0.270126936
120051950,Holter Lake,-111.9654842,46.9479515,microcystin,0.2,0.009874258,0.14933053,0.212738962,0.102364054
120051957,Flaming Gorge Reservoir,-109.4538054,41.35221794,microcystin,0.2,0.005948302,0.132540279,0.194380525,0.088219507
120051973,Canadarago Lake,-75.00613638,42.81521327,microcystin,0.2,0.000296005,0.111199539,0.170864527,0.070595315
120052007,Green Lake,-96.83950234,28.52722305,microcystin,0.2,0.184245891,0.988177791,0.998195994,0.926615465
120052019,Swan Lake,-96.00610341,46.22047849,microcystin,0.2,0.006100912,0.133161936,0.195061314,0.088739775
120052022,Medicine Lake,-93.4123126,45.00156241,microcystin,0.2,0.036050823,0.306982679,0.39369462,0.232059389
120052078,Squantz Pond,-73.47427857,41.55203712,microcystin,0.2,0.005459715,0.130566542,0.192218029,0.086569818
120052085,Lake Tappan,-73.99391079,41.02343609,microcystin,0.2,0.086172134,0.722724268,0.850598987,0.54406636
120052135,Potato Lake,-95.05218941,47.00204461,microcystin,0.2,0.000633798,0.112385539,0.172181909,0.071560464
120052195,Lake of the Woods,-95.00786846,49.07450751,microcystin,0.2,0.034884113,0.298276557,0.383162571,0.225326637
120052201,Saganaga Lake,-90.88884146,48.21538234,microcystin,0.2,0.001622534,0.115920668,0.176099475,0.0744486
120052221,Snowbank Lake,-91.4187553,47.98767549,microcystin,0.2,0.001126569,0.114135474,0.174122806,0.072988059
120052233,Rainy Lake,-93.17195116,48.56701181,microcystin,0.2,0.002694246,0.1198612,0.180451898,0.07768665
120052238,E Kabetogama Lake/ Namakan Lake,-92.71698055,48.4341313,microcystin,0.2,0.003219884,0.121835865,0.182627999,0.079316184
120052259,Norfork Lake,-92.30183845,36.40014186,microcystin,0.2,0.000748053,0.112789184,0.172629901,0.071889389
120052274,Amistad Reservoir,-101.1095681,29.48439679,microcystin,0.2,0.000571801,0.112167041,0.171939328,0.071382506
120052275,Amistad Reservoir,-100.9289755,29.50346037,microcystin,0.2,0.000548334,0.112084432,0.171847599,0.071315242
120052281,Fremont Lake,-109.8039943,42.95365862,microcystin,0.2,0.002249913,0.118213597,0.178633774,0.076330473
120052282,Bear Lake,-111.3297211,41.99461154,microcystin,0.2,0.001477449,0.115395949,0.175518812,0.074018877
120052284,Goose Lake,-120.4186592,41.94702544,microcystin,0.2,0.043797051,0.368104151,0.468520632,0.277954024
120052285,Renner Lake,-120.6283138,41.99913979,microcystin,0.2,0.088274857,0.737374567,0.862443902,0.557000152
120052316,Barren River Lake,-86.06697828,36.80602063,microcystin,0.2,0.002411633,0.118810979,0.179293253,0.076821819
120052343,Roanoke Rapids Lake,-78.0186147,36.51391888,microcystin,0.2,0.000448636,0.111734069,0.171458472,0.071030064
120052349,Barkley Canal,-88.22704558,36.78091931,microcystin,0.2,0.001091665,0.114010744,0.173984576,0.072886169
120052363,Horseshoe Tank,-98.31728755,28.4889119,microcystin,0.2,0.001332521,0.114873858,0.174940782,0.073591658
120052367,Humboldt Lake,-118.6240573,39.99780603,microcystin,0.2,0.029268607,0.258442135,0.335681481,0.193790843
120052387,"Beresford, Lake",-81.3462939,28.98829365,microcystin,0.2,0.033060736,0.284959423,0.367150053,0.214919574
120052399,"Louisa, Lake",-81.73977837,28.47945404,microcystin,0.2,0.00095632,0.113528214,0.173449657,0.072492189
120052503,Lake Diversion,-98.98208773,33.78108524,microcystin,0.2,0.002616908,0.11957301,0.180134049,0.077449204
120052509,Lake Darling,-101.6404962,48.63117606,microcystin,0.2,0.045720564,0.38406168,0.488143248,0.289615657
120052521,Devils Lake,-98.96027825,48.0326591,microcystin,0.2,0.05372412,0.45280601,0.571775264,0.338994777
120052557,Devils Lake,-98.84475268,48.05830599,microcystin,0.2,0.054392996,0.458672434,0.578788597,0.343174574
120052617,Mud Lake,-90.01471842,40.36754347,microcystin,0.2,0.050126587,0.421517354,0.533982818,0.316644322
120052635,Johnson Lake,-93.96221355,29.75773027,microcystin,0.2,0.003710843,0.123705492,0.184685646,0.080863022
120052636,Salt Lake,-94.02032053,29.71709619,microcystin,0.2,0.012358677,0.160837079,0.225324855,0.112134095
120052656,San Luis Reservoir,-121.1210655,37.05722185,microcystin,0.2,0.040984558,0.345289979,0.440474727,0.261076669
120052683,Willow Lake,-109.888709,42.99621976,microcystin,0.2,0.002447422,0.118943533,0.179439543,0.076930902
120052686,Blue Mesa Reservoir,-107.267003,38.47212246,microcystin,0.2,0.001188661,0.114357649,0.17436899,0.073169603
120052688,Duncan Lake (historical),-86.48034988,36.03426091,microcystin,0.2,0.001937002,0.117065108,0.177365001,0.075387059
120052700,Grand Lake St Marys,-84.50091308,40.52682928,microcystin,0.2,0.297050087,0.999778444,0.999991107,0.994508075
120052757,Lake Mohave,-114.6416137,35.44947426,microcystin,0.2,0.001746922,0.116372187,0.176598916,0.074818656
120052758,Lake Havasu,-114.2452239,34.38449906,microcystin,0.2,0.001190152,0.114362992,0.174374909,0.073173969
120052768,Lake Pierce,-81.52325339,27.9779039,microcystin,0.2,0.088766082,0.740724356,0.865097567,0.56000519
120052831,Cayuga Lake,-76.65235843,42.60471194,microcystin,0.2,0.000618227,0.112330628,0.17212095,0.071515735
120052862,W Kabetogama Lake,-93.03184338,48.46063104,microcystin,0.2,0.004648938,0.127346403,0.188686083,0.083885768
120052872,Pontoosuc Lake,-73.24879932,42.49626367,microcystin,0.2,0.004742289,0.127713678,0.18908919,0.084191413
120052904,Theodore Roosevelt Lake,-111.1119737,33.68296006,microcystin,0.2,0.000928536,0.113429381,0.173340063,0.072411532
120052919,Saratoga Lake,-73.74133827,43.01683655,microcystin,0.2,0.001437042,0.115250178,0.17535745,0.07389956
120052926,Coeur d'Alene Lake,-116.7341637,47.35549415,microcystin,0.2,0.003186955,0.12171134,0.182490861,0.079213294
120052927,Palisades Reservoir,-111.1087048,43.23496916,microcystin,0.2,0.003860236,0.124279269,0.185316637,0.081338485
120052938,Lake Owyhoo,-117.3041451,43.60434457,microcystin,0.2,0.01452814,0.171461977,0.236983879,0.121178691
120052939,American Falls Reservoir,-112.733268,42.93238944,microcystin,0.2,0.062065478,0.526377751,0.657465354,0.391550086
120052943,Toledo Bend Reservoir,-93.7377718,31.50357282,microcystin,0.2,0.00386131,0.1242834,0.185321179,0.08134191
120052962,Indian Lake,-74.33639845,43.66118059,microcystin,0.2,0.000436793,0.111692515,0.171412311,0.070996253
120052965,Fowl Lake,-90.03048127,48.08443906,microcystin,0.2,0.001336147,0.114886897,0.174955222,0.073602324
120052972,Waconda Lake,-98.3634546,39.499124,microcystin,0.2,0.002030225,0.117406254,0.177742002,0.075667121
120053012,Indian Pond,-69.80822028,45.52691883,microcystin,0.2,0.002157917,0.11787493,0.178259762,0.076052111
120053021,Lake Lewisville,-96.98672572,33.07855581,microcystin,0.2,0.008510208,0.143306561,0.206156192,0.097269778
120053026,Corder Lake,-96.53093507,32.84080782,microcystin,0.2,0.038372955,0.324722317,0.415283963,0.245613927
120053033,Lake Conroe,-95.59652176,30.43500199,microcystin,0.2,0.024921183,0.230089591,0.302744206,0.170604841
120053035,Lake Houston,-95.14021138,29.92846062,microcystin,0.2,0.015837582,0.178140101,0.244340541,0.126864483
120053041,"Big Hill Reservoir - mix of land, resolved by MERIS",-93.9912003,29.85192217,microcystin,0.2,0.167708168,0.978981554,0.996084367,0.895047579
120053049,Powderhorn Lake,-96.54157368,28.48350885,microcystin,0.2,0.005601208,0.131135545,0.192841616,0.087045061
120053056,Lake Hennessey,-122.3769717,38.49114802,microcystin,0.2,0.002831022,0.120372351,0.181015488,0.078108036
120053063,Middle Jo-Mary Lake,-68.9887316,45.67961374,microcystin,0.2,0.002039078,0.117438693,0.177777846,0.075693759
120053064,Ripogenus Lake,-69.34153484,45.98391232,microcystin,0.2,0.001207588,0.114425449,0.174444106,0.073225017
120053084,Seven Beaver Lake,-91.81122444,47.49537136,microcystin,0.2,0.003867418,0.124306911,0.185347029,0.081361399
120053089,Portage Lake,-94.00174709,47.61179508,microcystin,0.2,0.01683583,0.183366761,0.250117252,0.131311012
120053158,"Dorr, Lake",-81.62209553,29.00140878,microcystin,0.2,0.001806721,0.116589795,0.176839551,0.074997096
120053199,Lake Granbury,-97.80338512,32.48182712,microcystin,0.2,0.03327543,0.286508776,0.369006423,0.216137252
120053201,Proctor Lake,-98.48001968,31.97929316,microcystin,0.2,0.028358102,0.252320055,0.328504436,0.188835247
120053204,Lake Whitney,-97.37408721,31.89174326,microcystin,0.2,0.005632353,0.131261074,0.192979168,0.087149943
120053219,Lake Mallalieu 175,-92.78139442,44.80430347,microcystin,0.2,0.005651607,0.131338732,0.19306426,0.087214834
120053229,Little Grass Valley Reservoir,-120.9900552,39.72925954,microcystin,0.2,0.001557583,0.115685511,0.17583928,0.074255973
120053255,Lake Aldred,-76.49437543,40.00673591,microcystin,0.2,0.000568756,0.112156319,0.171927423,0.071373776
120053324,Rathbun Lake,-92.93163574,40.84599989,microcystin,0.2,0.008526628,0.143377858,0.206234108,0.097329962
120053340,Lake Tawakoni,-95.94933513,32.85518356,microcystin,0.2,0.028391256,0.252541286,0.328763179,0.189014826
120053359,Possum Kingdom Lake,-98.50169041,32.8730335,microcystin,0.2,0.003414792,0.122575167,0.18344195,0.079927394
120053367,W Hubbard Creek Reservoir,-99.0494245,32.7890572,microcystin,0.2,0.003653258,0.123484934,0.184443036,0.080680347
120053388,Stillhouse Hollow Lake,-97.56812617,31.02135088,microcystin,0.2,0.000627204,0.112362281,0.17215609,0.071541518
120053389,O C Fisher Lake,-100.4955705,31.48662934,microcystin,0.2,0.092723075,0.766679399,0.884960439,0.583958187
120053393,Lake Marble Falls,-98.16032221,30.52512806,microcystin,0.2,0.000700496,0.11262102,0.172443284,0.071752327
